@RELATION ParaPhrase
@ATTRIBUTE plainWordSimilarity1  NUMERIC
@ATTRIBUTE plainWordSimilarity2  NUMERIC
@ATTRIBUTE plainWordSimilarityF  NUMERIC
@ATTRIBUTE stemWordSimilairty1  NUMERIC
@ATTRIBUTE stemWordSimilairty2  NUMERIC
@ATTRIBUTE stemWordSimilairtyF  NUMERIC
@ATTRIBUTE deltaSenLen  NUMERIC
@ATTRIBUTE oldUnigram1  NUMERIC
@ATTRIBUTE oldUnigram2  NUMERIC
@ATTRIBUTE unigram1  NUMERIC
@ATTRIBUTE unigram2  NUMERIC
@ATTRIBUTE bigram1  NUMERIC
@ATTRIBUTE bigram2  NUMERIC
@ATTRIBUTE bigramF  NUMERIC
@ATTRIBUTE wordLevelLCS1 NUMERIC
@ATTRIBUTE wordLevelLCS2 NUMERIC
@ATTRIBUTE skipGram1 NUMERIC
@ATTRIBUTE skipGram2 NUMERIC
@ATTRIBUTE PNNCount1 NUMERIC
@ATTRIBUTE PNNCount2 NUMERIC
@ATTRIBUTE SynonymCount1 NUMERIC
@ATTRIBUTE SynonymCount2 NUMERIC
@ATTRIBUTE POSBigram1 NUMERIC
@ATTRIBUTE POSBigram2 NUMERIC
@ATTRIBUTE POSSkipGram1 NUMERIC
@ATTRIBUTE POSSkipGram2 NUMERIC
@ATTRIBUTE PositivePol1 NUMERIC
@ATTRIBUTE NegativePol1 NUMERIC
@ATTRIBUTE PositivePol2 NUMERIC
@ATTRIBUTE NegativePol2 NUMERIC
@ATTRIBUTE IntelligentSVO NUMERIC
@ATTRIBUTE SVOAgreement2 NUMERIC
@ATTRIBUTE trigramFeature1 NUMERIC
@ATTRIBUTE trigramFeature2 NUMERIC
@ATTRIBUTE polarityDistance NUMERIC
@ATTRIBUTE CompletepolarityDistance NUMERIC
@ATTRIBUTE POSTrigram1 NUMERIC
@ATTRIBUTE POSTrigram2 NUMERIC
@ATTRIBUTE nGram1 NUMERIC
@ATTRIBUTE nGram2 NUMERIC
@ATTRIBUTE class {0,1}
@DATA
0.833333,0.833333,0.885417,0.555556,0.555556,0.740741,0.333333,0.833333,0.666667,0.555556,0.62963,0.764706,0.538462,0.631944,0.833333,0.555556,0.767984,0.229488,0.347222,0.231481,0.114197530864 , 0.166666666667,0.777778,0.740741,0.882353,0.834758,0.72344714260384868,0.27655285739614943,0.55265900745176855,0.4473409925482314,0,0,0.6875,0.44,0.241531,0.671147,0.777778,0.571429,5.77778,5.77778,0
0.905861,0.905861,0.930322,0.692308,0.692308,0.82509,0.269231,0.947368,0.730769,0.653846,0.653846,0.888889,0.64,0.744186,0.947368,0.692308,0.93874,0.368689,0.359649,0.262821,0.310897435897 , 0.421052631579,0.947368,0.692308,0.935673,0.643077,0.44030124445607621,0.55969875554392445,0.49096151722581216,0.50903848277418628,0,0,0.823529,0.583333,0.0716444,0.0817713,0.882353,0.6,7.65385,7.65385,0
0.558844,0.558844,0.592315,0.214286,0.214286,0.24,0.214286,0.214286,0.214286,0.214286,0.214286,0.230769,0.153846,0.184615,0.214286,0.214286,0.0149254,0.0149254,0.214719,0.168707,0.148351648352 , 0.188811188811,0.0909091,0.0714286,0.545455,0.395604,0.78666561305964211,0.21333438694035756,0.52420172025401035,0.47579827974598904,0,0,0.0833333,0.0833333,0.37118,0.513457,0,0,0.714286,0.714286,0
0.862812,0.862812,0.900516,0.619048,0.619048,0.760234,0.238095,0.8125,0.714286,0.619048,0.714286,0.8,0.65,0.717241,0.8125,0.619048,0.627874,0.279949,0.270833,0.206349,0.247619047619 , 0.3125,0.75,0.619048,0.766667,0.842857,0.49180321240629876,0.50819678759370002,0.44609817257804374,0.55390182742195637,0,0,0.785714,0.578947,0.0646367,0.301778,0.785714,0.578947,4.90476,4.90476,1
0.890046,0.890046,0.892394,0.791667,0.791667,0.829694,0.0416667,0.826087,0.833333,0.708333,0.75,0.772727,0.73913,0.755556,0.652174,0.625,0.287738,0.253442,0.129227,0.123843,0.25462962963 , 0.274483970136,0.791667,0.791667,0.687747,0.699275,0.46136548711423719,0.53863451288576336,0.47964925793083479,0.52035074206916576,4,5,0.714286,0.681818,0.0258572,0.0258963,0.772727,0.653846,5.95833,5.95833,1
0.850595,0.850595,0.834336,0.55,0.55,0.66,0.25,0.733333,0.6,0.55,0.6,0.571429,0.421053,0.484848,0.6,0.45,0.286957,0.122222,0.473016,0.354762,0.257142857143 , 0.333333333333,0.666667,0.6,0.742857,0.547368,0.7417419219773641,0.25825807802263567,0.77821270783245167,0.22178729216754839,1,1,0.384615,0.277778,0.0515775,0.0520049,0.533333,0.4,2.65,2.65,0
0.732206,0.732206,0.78918,0.368421,0.368421,0.472574,0.315789,0.538462,0.421053,0.368421,0.421053,0.333333,0.222222,0.266667,0.538462,0.368421,0.175066,0.0569456,0.513265,0.378195,0.321052631579 , 0.4375,0.571429,0.526316,0.725275,0.730994,0.53289886179231993,0.46710113820767979,0.2956027343605005,0.70439726563949956,0,0,0.0909091,0.0588235,0.335587,0.388372,0.5,0.368421,1.52632,1.52632,0
0.733333,0.733333,0.902656,0.653846,0.653846,0.723404,0.192308,0.653846,0.809524,0.653846,0.653846,0.56,0.7,0.622222,0.653846,0.809524,0.282277,0.533632,0.137363,0.170068,0.387755102041 , 0.317788461538,0.653846,0.761905,0.676923,0.866667,0.23185520945045701,0.76814479054954254,0.57643907437212538,0.42356092562787367,0,0,0.5,0.631579,0.487315,0.487561,0.56,0.736842,6.19231,6.19231,0
0.81039,0.81039,0.823203,0.636364,0.636364,0.666667,0.0909091,0.7,0.636364,0.636364,0.636364,0.526316,0.47619,0.5,0.65,0.590909,0.292593,0.220301,0.171429,0.155844,0.28869047619 , 0.311688311688,0.5,0.5,0.736842,0.757576,0.3612436400132279,0.63875635998677227,0.50247472900415335,0.49752527099584654,1,1,0.444444,0.4,0.199731,0.20143,0.444444,0.363636,4.22727,4.22727,0
0.919753,0.919753,0.940641,0.740741,0.740741,0.82397,0.111111,0.833333,0.814815,0.740741,0.814815,0.695652,0.576923,0.630749,0.833333,0.740741,0.601119,0.422949,0.333333,0.296296,0.262108262108 , 0.291666666667,0.875,0.851852,0.996377,0.925926,0.61909880091102054,0.3809011990889789,0.85656878424185223,0.14343121575814813,1,0,0.590909,0.52,0.335833,0.339887,0.846154,0.766667,9.11111,9.11111,1
0.664596,0.664596,0.919163,0.73913,0.73913,0.801347,0.304348,0.695652,0.875,0.695652,0.608696,0.590909,0.866667,0.702703,0.608696,0.875,0.238886,0.702586,0.223602,0.321429,0.375 , 0.304347826087,0.666667,0.823529,0.529644,0.875,0.45670791097099378,0.54329208902900306,0.31783963429869622,0.68216036570130489,6,6,0.571429,0.857143,0.196389,0.223256,0.615385,0.888889,5.17391,5.17391,0
0.860317,0.860317,0.884129,0.714286,0.714286,0.714286,0,0.714286,0.714286,0.714286,0.714286,0.65,0.65,0.65,0.714286,0.714286,0.368354,0.368354,0.312698,0.312698,0.207503607504 , 0.190476190476,0.681818,0.695652,0.952381,0.904762,0.49186474446481299,0.50813525553518635,0.49941867920775529,0.50058132079224527,1,1,0.526316,0.526316,0.0106829,0.327873,0.625,0.625,5.38095,5.38095,1
0.943386,0.943386,0.932466,0.740741,0.740741,0.791367,0.037037,0.730769,0.777778,0.703704,0.777778,0.52,0.423077,0.466558,0.653846,0.62963,0.479498,0.428398,0.318132,0.306349,0.196929613596 , 0.200077700078,0.576923,0.666667,0.883077,1,0.57225715346160488,0.42774284653839478,0.60155624026428511,0.39844375973571411,0,0,0.291667,0.28,0.0414352,0.0704343,0.346154,0.346154,7.81481,7.81481,1
0.789495,0.789495,0.826283,0.533333,0.533333,0.615385,0.266667,0.727273,0.533333,0.466667,0.466667,0.5,0.357143,0.416667,0.363636,0.266667,0.121212,0.0486957,0.425069,0.311717,0.309206349206 , 0.409090909091,0.636364,0.5,0.690909,0.580952,0.3326542007682195,0.66734579923177961,0.43786516492918348,0.56213483507081652,0,0,0.111111,0.0769231,0.148791,0.193654,0.444444,0.307692,2,2,1
0.774892,0.774892,0.838436,0.545455,0.545455,0.648649,0.318182,0.8,0.5,0.545455,0.545455,0.357143,0.217391,0.27027,0.666667,0.416667,0.450435,0.111446,0.0844444,0.0575758,0.298951048951 , 0.333333333333,0.533333,0.5,0.990476,0.688312,0.45048947284565866,0.54951052715434123,0.46529175694756097,0.53470824305244047,0,0,0.0769231,0.0454545,0.0209336,0.0602127,0.285714,0.238095,1.625,1.625,0
0.825556,0.825556,0.883417,0.84,0.84,0.765273,0.04,0.884615,0.714286,0.8,0.68,0.56,0.481481,0.517781,0.730769,0.678571,0.452728,0.362846,0.1875,0.18,0.24 , 0.291666666667,0.818182,0.68,0.98913,0.873333,0.80913869381057246,0.19086130618942682,0.92475904953837884,0.075240950461620271,0,0,0.416667,0.384615,0.163512,0.186819,0.73913,0.576923,5.35714,5.35714,0
0.799749,0.799749,0.81841,0.578947,0.578947,0.594595,0.0526316,0.631579,0.6,0.578947,0.578947,0.5,0.473684,0.486486,0.631579,0.6,0.257118,0.220741,0.222222,0.210526,0.105263157895 , 0.126793345543,0.578947,0.6,0.732026,0.526316,0.19931650110723084,0.80068349889276924,0.24473338577857609,0.75526661422142483,0,0,0.294118,0.277778,0.0642292,0.0975963,0.444444,0.4,4.8,4.8,1
0.663721,0.663721,0.747177,0.388889,0.388889,0.4375,0.222222,0.388889,0.5,0.388889,0.388889,0.294118,0.461538,0.359281,0.388889,0.5,0.0638298,0.134328,0.0690236,0.0887446,0.178571428571 , 0.111111111111,0.555556,0.642857,0.385621,0.527473,0.50702082648163715,0.49297917351836118,0.60130101595872532,0.39869898404127485,1,1,0.125,0.166667,0.133332,0.205846,0.263158,0.307692,2.55556,2.55556,1
0.694785,0.694785,0.901759,0.666667,0.666667,0.732394,0.238095,0.666667,0.8125,0.619048,0.571429,0.65,0.8,0.717241,0.619048,0.8125,0.249199,0.558908,0.123356,0.161905,0.5 , 0.396296296296,0.714286,0.8125,0.809524,0.95,0.11784169424044974,0.88215830575955001,0.21790522630468642,0.78209477369531399,2,2,0.473684,0.642857,0.141511,0.615477,0.6,0.705882,5.42857,5.42857,1
0.740336,0.740336,0.731138,0.411765,0.411765,0.451613,0.176471,0.555556,0.52381,0.352941,0.352941,0.235294,0.35,0.281407,0.444444,0.380952,0.119554,0.0755926,0.0968254,0.0907738,0 , 0,0,0,0.895238,0.7,0.55740735259462815,0.44259264740537191,0.51140558973547512,0.48859441026452483,0,0,0.125,0.105263,0.0650563,0.117656,0,0,2.04762,2.04762,0
0.633636,0.633636,0.785486,0.47619,0.47619,0.540541,0.238095,0.409091,0.5625,0.428571,0.428571,0.380952,0.466667,0.419476,0.409091,0.5625,0.0719465,0.185345,0.314286,0.4125,0.263888888889 , 0.195238095238,0.545455,0.5625,0.338095,0.65,0.17291675008390595,0.8270832499160945,0.44335022304138427,0.55664977695861573,0,0,0.3,0.428571,0.382451,0.384,0.333333,0.428571,2.77273,2.77273,0
0.791819,0.791819,0.823671,0.409091,0.409091,0.48913,0.227273,0.529412,0.434783,0.363636,0.409091,0.25,0.227273,0.238095,0.470588,0.347826,0.154862,0.0630191,0.191673,0.148111,0.19289044289 , 0.264705882353,0.526316,0.521739,0.625,0.857143,0.63560979643308779,0.36439020356691054,0.31883957247528388,0.68116042752471651,0,0,0,0,0.447981,0.45035,0.222222,0.173913,3.30435,3.30435,1
0.81455,0.81455,0.842982,0.555556,0.555556,0.658683,0.222222,0.714286,0.611111,0.5,0.555556,0.307692,0.235294,0.266667,0.5,0.388889,0.249467,0.118541,0.266667,0.207407,0.238490675991 , 0.285714285714,0.642857,0.5,0.681319,0.777778,0.64518962692662218,0.35481037307337787,0.32831876204666421,0.67168123795333623,1,0,0.0833333,0.0625,0.448123,0.448729,0.25,0.1875,1.5,1.5,1
0.782913,0.782913,0.867358,0.647059,0.647059,0.716612,0.294118,0.916667,0.588235,0.647059,0.588235,0.727273,0.4375,0.546341,0.666667,0.470588,0.530201,0.189676,0.0734127,0.0518207,0.301470588235 , 0.333333333333,0.75,0.470588,0.954545,0.625,0.75296268204769312,0.24703731795230702,0.81561432856432103,0.18438567143567852,0,0,0.5,0.333333,0.0886028,0.0900656,0.7,0.4375,2.47059,2.47059,0
0.607323,0.607323,0.824213,0.5,0.5,0.571429,0.25,0.5,0.666667,0.416667,0.416667,0.545455,0.625,0.582524,0.5,0.666667,0.137584,0.317829,0.2,0.266667,0.111111111111 , 0.0833333333333,0.5,0.666667,0.242424,0.694444,0.28843204863719341,0.71156795136280615,0.51148536338225536,0.48851463661774464,0,0,0.4,0.571429,0.315445,0.417657,0.5,0.666667,1.66667,1.66667,1
0.703095,0.703095,0.740474,0.466667,0.466667,0.5,0.133333,0.571429,0.5,0.4,0.4,0.230769,0.133333,0.169014,0.428571,0.375,0.144989,0.0977011,0.224634,0.194683,0.154761904762 , 0.161538461538,0.5,0.375,0.538462,0.809524,0.48005219112722264,0.51994780887277769,0.39821258285774241,0.60178741714225803,0,0,0.0833333,0.0714286,0.115739,0.408132,0.153846,0.133333,1.3125,1.3125,1
0.636111,0.636111,0.646928,0.357143,0.357143,0.327869,0.0714286,0.384615,0.285714,0.214286,0.214286,0,0,0,0.230769,0.214286,0.0291777,0.0234542,0.158974,0.147619,0.0838744588745 , 0.0943223443223,0.307692,0.2,0.538462,0.384615,0.41244284468671433,0.58755715531328556,0.16395361864938884,0.83604638135061193,0,0,0,0,0.351417,0.359006,0.0909091,0.0769231,0.928571,0.928571,0
0.906667,0.906667,0.874851,0.733333,0.733333,0.758621,0.0666667,0.8,0.75,0.666667,0.666667,0.5,0.466667,0.482759,0.533333,0.5,0.337391,0.278736,0.333333,0.311111,0.4 , 0.428571428571,0.466667,0.533333,0.791209,0.752381,0.74639685252318433,0.25360314747681578,0.78625573055067477,0.21374426944932451,0,0,0.230769,0.214286,0.056369,0.056588,0.285714,0.285714,2.8125,2.8125,1
0.96,0.96,0.979592,0.866667,0.866667,0.866667,0,1,0.888889,0.866667,0.866667,0.866667,0.823529,0.844548,1,0.888889,1,0.705167,0.546667,0.546667,0.133333333333 , 0.133333333333,0.75,0.75,1,1,0.56521650497205389,0.43478349502794589,0.63937674270344158,0.36062325729655775,2,2,0.714286,0.625,0.104878,0.15332,1,1,8.5,8.5,1
0.569231,0.569231,0.789564,0.384615,0.384615,0.454545,0.307692,0.384615,0.555556,0.384615,0.384615,0.25,0.375,0.3,0.384615,0.555556,0.066313,0.193798,0.153846,0.222222,0.222222222222 , 0.167887667888,0.307692,0.333333,0.384615,0.5,0.32644098447364323,0.67355901552635677,0.18442871716171214,0.81557128283828795,0,0,0.181818,0.285714,0.200836,0.218099,0.181818,0.285714,1.23077,1.23077,1
0.884729,0.884729,0.900063,0.758621,0.758621,0.759931,0.103448,0.692308,0.62069,0.62069,0.62069,0.52,0.392857,0.447574,0.692308,0.62069,0.334463,0.241379,0.165385,0.148276,0.291351943076 , 0.325854700855,0.666667,0.62069,0.843077,0.997537,0.51583777741459491,0.48416222258540653,0.28476814186623689,0.71523185813376244,3,2,0.333333,0.296296,0.326782,0.327614,0.423077,0.392857,6.41379,6.41379,1
0.644048,0.644048,0.801313,0.583333,0.583333,0.636364,0.166667,0.583333,0.7,0.583333,0.583333,0.363636,0.444444,0.4,0.583333,0.7,0.211409,0.36,0.211111,0.253333,0.205555555556 , 0.166666666667,0.416667,0.5,0.378788,0.688889,0.80368500950334276,0.1963149904966579,0.74139505703842079,0.25860494296157921,1,0,0.2,0.25,0.0880913,0.165276,0.3,0.3,2.5,2.5,0
0.8,0.8,0.929599,0.714286,0.714286,0.765027,0.190476,0.714286,0.823529,0.666667,0.619048,0.55,0.75,0.634615,0.380952,0.470588,0.106983,0.20048,0.180952,0.223529,0.411764705882 , 0.337662337662,0.666667,0.764706,0.685714,0.632353,0.61965943710329996,0.38034056289669965,0.7495819670837055,0.25041803291629383,1,0,0.421053,0.533333,0.183738,0.2038,0.47619,0.666667,3.57143,3.57143,1
0.735931,0.735931,0.776819,0.545455,0.545455,0.521739,0.0909091,0.545455,0.5,0.454545,0.363636,0.3,0.333333,0.315789,0.363636,0.4,0.108225,0.142857,0.25,0.275,0.15 , 0.136363636364,0.727273,0.7,0.781818,0.644444,0.58308124535754047,0.41691875464245953,0.47505883272651123,0.52494116727348872,0,0,0,0,0.152767,0.193889,0.4,0.5,0.909091,0.909091,0
0.782522,0.782522,0.81741,0.545455,0.545455,0.651163,0.181818,0.7,0.615385,0.545455,0.636364,0.421053,0.32,0.363636,0.65,0.5,0.336296,0.153846,0.166667,0.136364,0.238636363636 , 0.282407407407,0.333333,0.291667,0.640523,0.5671,0.64433442641073202,0.35566557358926953,0.72431209111989403,0.27568790888010575,0,0,0.277778,0.208333,0.113105,0.522912,0.176471,0.130435,2.23077,2.23077,1
0.961353,0.961353,0.94836,0.826087,0.826087,0.863636,0.0869565,0.904762,0.826087,0.826087,0.826087,0.75,0.681818,0.714286,0.857143,0.782609,0.709801,0.54128,0.449735,0.410628,0.354037267081 , 0.394557823129,0.809524,0.73913,1,0.87747,0.43357374039679997,0.56642625960319903,0.24639348428353802,0.75360651571646298,0,0,0.631579,0.571429,0.264713,0.264742,0.772727,0.708333,5.43478,5.43478,1
0.619879,0.619879,0.849311,0.48,0.48,0.571429,0.32,0.48,0.705882,0.48,0.48,0.375,0.5625,0.45,0.48,0.705882,0.113524,0.357743,0.170909,0.251337,0.358288770053 , 0.243636363636,0.714286,0.894737,0.653333,0.955882,0.51806592230226123,0.48193407769773799,0.29992022782095684,0.70007977217904249,0,0,0.26087,0.4,0.308505,0.752007,0.518519,0.823529,2.8,2.8,0
0.764411,0.764411,0.803408,0.473684,0.473684,0.508834,0.263158,0.571429,0.421053,0.368421,0.368421,0.230769,0.166667,0.193548,0.571429,0.421053,0.196162,0.0793788,0.0714286,0.0526316,0.276315789474 , 0.285714285714,0.357143,0.210526,0.593407,0.461988,0.39579555656584686,0.6042044434341528,0.65706153391282096,0.3429384660871817,1,0,0,0,0.369486,0.413197,0.0833333,0.0555556,1.26316,1.26316,1
0.834783,0.834783,0.90064,0.73913,0.73913,0.829268,0.217391,0.95,0.791667,0.73913,0.73913,0.894737,0.695652,0.782734,0.95,0.791667,0.858519,0.498709,0.537037,0.42029,0.313131313131 , 0.388888888889,0.9,0.428571,1,0.822134,0.89353375003871771,0.10646624996128221,0.88370959445880715,0.11629040554119027,0,0,0.777778,0.636364,0.0138935,0.0540206,1,0.333333,6.20833,6.20833,1
0.938716,0.938716,0.959085,0.782609,0.782609,0.837209,0.130435,0.857143,0.782609,0.782609,0.782609,0.8,0.772727,0.786127,0.857143,0.782609,0.632287,0.482169,0.16,0.13913,0.391304347826 , 0.45,0.8,0.782609,0.9,0.83004,0.14401776997541915,0.85598223002458096,0.23533038322860486,0.76466961677139167,2,2,0.736842,0.666667,0.129136,0.222991,0.789474,0.625,10.3478,10.3478,1
0.771825,0.771825,0.794186,0.5,0.5,0.591928,0.227273,0.588235,0.5,0.454545,0.5,0.375,0.285714,0.324324,0.588235,0.454545,0.243697,0.113218,0.0168067,0.012987,0.151515151515 , 0.196078431373,0.588235,0.454545,0.713235,0.502165,0.91166246753609381,0.088337532463905244,0.60145016299761611,0.3985498370023815,1,1,0.2,0.15,0.438706,0.629585,0.466667,0.35,3.63636,3.63636,1
0.693027,0.693027,0.837698,0.571429,0.571429,0.615385,0.142857,0.6,0.615385,0.5,0.5,0.285714,0.166667,0.210526,0.4,0.461538,0.151304,0.230769,0.0221088,0.0257937,0.00757575757576 , 0.00649350649351,0.266667,0.307692,0.483516,0.666667,0.55945105158824238,0.44054894841175818,0.45986112346082902,0.54013887653917125,0,0,0.0769231,0.0909091,0.140841,0.197515,0.0714286,0.0909091,1.33333,1.33333,1
0.903914,0.903914,0.970778,0.791667,0.791667,0.808511,0.0416667,0.791667,0.826087,0.791667,0.791667,0.869565,0.772727,0.818291,0.791667,0.826087,0.498709,0.566194,0.144444,0.150725,0.434782608696 , 0.423344017094,0.75,0.75,0.992754,0.909091,0.8052721480069116,0.19472785199308879,0.79574818247713275,0.20425181752286878,4,4,0.727273,0.761905,0.0134689,0.144765,0.695652,0.666667,9.5,9.5,1
0.622685,0.622685,0.794404,0.388889,0.388889,0.476596,0.277778,0.421053,0.692308,0.277778,0.333333,0.166667,0.166667,0.166667,0.315789,0.461538,0.0483175,0.148541,0.289352,0.400641,0.252747252747 , 0.133928571429,0.368421,0.357143,0.745098,0.846154,0.56008930916837285,0.4399106908316282,0.55401507974229547,0.44598492025770475,0,0,0.0588235,0.0909091,0.00859026,0.110021,0.117647,0.0833333,1.10526,1.10526,1
0.781746,0.781746,0.821364,0.52381,0.52381,0.572668,0.0952381,0.52381,0.631579,0.52381,0.571429,0.3,0.388889,0.33871,0.47619,0.526316,0.123639,0.166523,0.15873,0.175439,0.268421052632 , 0.238095238095,0.571429,0.631579,0.719048,0.964912,0.64729087374325855,0.352709126256743,0.73748297678405961,0.26251702321594084,1,0,0.210526,0.235294,0.127551,0.680421,0.380952,0.470588,3.2381,3.2381,0
0.84585,0.84585,0.870841,0.652174,0.652174,0.657277,0.0869565,0.666667,0.565217,0.608696,0.565217,0.6,0.454545,0.517241,0.571429,0.521739,0.2287,0.174402,0.0952381,0.0869565,0.260869565217 , 0.285714285714,0.65,0.5,0.909524,0.577075,0.25213007056222525,0.74786992943777486,0.42212540009977478,0.57787459990022461,1,1,0.263158,0.238095,0.24041,0.56915,0.5,0.434783,6.17391,6.17391,1
