578 3
1.31579 1 -1
0.368421 0.35 -1
3.21429 2.25 -1
0.461538 0.6 -1
1 1.13636 -1
3.4 2.31818 -1
2.62069 3.45455 -1
2.07407 2.94737 -1
0.9375 0.882353 -1
2.33333 1.75 -1
0.769231 0.526316 -1
2.65517 2.56667 -1
1.3125 1.3125 -1
0.5 0.4 -1
1.42308 1.32143 -1
0.142857 0.181818 -1
0.125 0.142857 -1
1.21739 1.16667 -1
0.52381 0.647059 -1
0.421053 0.32 -1
1.26316 1.5 -1
0.125 0.117647 -1
0.5625 0.692308 -1
0.0526316 0.0555556 -1
0.0714286 0.0909091 -1
5.21739 6 -1
0.1 0.0714286 -1
0.25 0.2 -1
4.71429 3.47368 -1
1.64706 2.54545 -1
2.82353 2.66667 -1
0.214286 0.2 -1
1.45 1.70588 -1
0.538462 0.466667 -1
0.0526316 0.0555556 -1
0.142857 0.153846 -1
0.157895 0.176471 -1
0.235294 0.210526 -1
0.545455 0.428571 -1
0.210526 0.235294 -1
1.34783 1.24 -1
3.71429 4.875 -1
0.25 0.3 -1
0.181818 0.166667 -1
1.36364 1.66667 -1
1.875 2.8125 -1
0.47619 0.526316 -1
0.4375 0.4375 -1
0.2 0.25 -1
0.235294 0.266667 -1
0.142857 0.0952381 -1
3.88235 2.86957 -1
0.409091 0.310345 -1
3.28571 4 -1
0.461538 0.5 -1
0.666667 0.625 -1
0.555556 0.625 -1
0.466667 0.411765 -1
2.32 2.52174 -1
3.03846 3.59091 -1
1.26316 0.923077 -1
0.625 0.47619 -1
0.545455 0.428571 -1
0.538462 0.636364 -1
0.125 0.166667 -1
1.9375 1.24 -1
0.461538 0.666667 -1
0.1875 0.157895 -1
0.423077 0.423077 -1
2.4 2 -1
0.25 0.333333 -1
1.375 1.1 -1
1.75 1.64706 -1
0.1 0.0833333 -1
0.0555556 0.0526316 -1
1.93333 1.38095 -1
0.882353 1.07143 -1
0.45 0.692308 -1
1.64286 1.15 -1
0.0555556 0.0769231 -1
0.125 0.125 -1
0.25 0.307692 -1
0.909091 0.714286 -1
0.5 0.333333 -1
0.565217 0.464286 -1
2.5 3.09524 -1
0.37037 0.625 -1
0.769231 0.666667 -1
0.222222 0.285714 -1
1.3125 0.913043 -1
0.230769 0.230769 -1
0.105263 0.133333 -1
1.48276 2.15 -1
0 0 -1
0.0909091 0.0714286 -1
0.681818 0.625 -1
0.4375 0.411765 -1
1.23529 1.5 -1
0.125 0.111111 -1
0.125 0.142857 -1
0.363636 0.4 -1
0.222222 0.210526 -1
0.866667 0.866667 -1
0.37037 0.434783 -1
0.809524 0.85 -1
0.642857 0.391304 -1
0.545455 0.666667 -1
0.1 0.0769231 -1
0.454545 0.666667 -1
0.4375 0.368421 -1
2.76667 2.86207 -1
1.73077 1.66667 -1
0.1875 0.230769 -1
0.391304 0.6 -1
1 1.10526 -1
0.333333 0.266667 -1
0.133333 0.153846 -1
0.409091 0.529412 -1
1.14815 1.55 -1
0.0625 0.0769231 -1
0.769231 0.689655 -1
0.111111 0.117647 -1
6.33333 8.14286 -1
0.333333 0.3 -1
3.55556 2.56 -1
1.23077 0.842105 -1
0 0 -1
1.08696 1.47059 -1
0.714286 0.9375 -1
0.176471 0.166667 -1
1.55556 1.33333 -1
0.52381 0.647059 -1
0.842105 0.64 -1
1.44444 1.13043 -1
0.411765 0.388889 -1
1.625 1.2381 -1
0.769231 0.588235 -1
0.846154 0.916667 -1
2.33333 2.22727 -1
2.3913 2.5 -1
0.923077 1.26316 -1
0.0769231 0.0714286 -1
0.0555556 0.0666667 -1
0.84 1.23529 -1
1.2381 1.18182 -1
1.8 2.4 -1
0.416667 0.357143 -1
2.15385 1.55556 -1
1.37037 1.7619 -1
0 0 -1
0.578947 0.578947 -1
2.37931 3 -1
0.1875 0.272727 -1
0.941176 0.888889 -1
1.07143 0.882353 -1
0.333333 0.3 -1
0.470588 0.4 -1
0.722222 0.928571 -1
0.1 0.0666667 -1
3.23529 3.23529 -1
1.69565 1.5 -1
2.25 2.5 -1
0.925926 1.13636 -1
0.952381 1.05263 -1
0.111111 0.142857 -1
0.285714 0.181818 -1
0.631579 0.8 -1
2.53333 1.72727 -1
0.714286 0.769231 -1
0.333333 0.4 -1
1.21053 1.27778 -1
1.42308 2.05556 -1
0.9375 0.789474 -1
0.578947 0.846154 -1
0.0526316 0.0526316 -1
0.791667 0.904762 -1
0.235294 0.235294 -1
0.0769231 0.0833333 -1
0.625 0.714286 -1
0.0526316 0.0434783 -1
0.0833333 0.0769231 -1
2.4 1.63636 -1
0.4375 0.466667 -1
1.03846 1.42105 -1
0.153846 0.117647 -1
0.818182 0.818182 -1
2.36842 2.04545 -1
0.9375 1 -1
0.769231 0.588235 -1
0 0 -1
0.1 0.1 -1
0.692308 0.45 -1
2.76471 1.88 -1
0.789474 1 -1
0.35 0.5 -1
1.64706 1.55556 -1
0.882353 0.75 -1
0.333333 0.25 -1
3.35294 2.59091 -1
1.15789 1.46667 -1
4 4.32 -1
0.588235 0.625 -1
1.11765 0.791667 -1
0.363636 0.25 -1
0.25 0.176471 -1
1.63636 2.25 -1
4.2 5.52632 -1
0.2 0.153846 -1
0.133333 0.1 -1
0.5625 0.45 -1
0 0 -1
1.04348 1.04348 -1
2.89474 2.11538 -1
0.6 0.48 -1
3.6087 3.07407 -1
1.45 1.93333 -1
0.722222 0.419355 -1
0.357143 0.357143 -1
0.533333 0.380952 -1
2.10345 2.10345 -1
2.69231 3.68421 -1
2.64706 2.36842 -1
1.07143 1.07143 -1
0.222222 0.153846 -1
3.61538 5.22222 -1
0.8 0.705882 -1
3.71429 4.58824 -1
0.724138 0.875 -1
1.66667 1.53846 -1
0.8 0.8 -1
0 0 -1
1.76923 2.09091 -1
0.545455 0.4 -1
0.333333 0.214286 -1
0.956522 1.1 -1
0.583333 0.5 -1
0.882353 0.9375 -1
3.66667 3.14286 -1
2 1.92 -1
0.3 0.25 -1
0.5 0.461538 -1
0.05 0.0555556 -1
0.166667 0.2 -1
0.47619 0.625 -1
0.133333 0.222222 -1
4.78947 3.5 -1
0.8125 0.866667 -1
0.166667 0.166667 -1
2.7619 2.7619 -1
0 0 -1
0.411765 0.333333 -1
0.862069 0.862069 -1
0.85 0.85 -1
3.47368 2.64 -1
0.111111 0.133333 -1
0.4 0.615385 -1
0.190476 0.210526 -1
0.357143 0.333333 -1
1.1 1.29412 -1
1.5 1.23529 -1
0.529412 0.5 -1
1.27273 1.64706 -1
0.5625 0.409091 -1
2.14286 3.21429 -1
0.625 0.714286 -1
0.388889 0.318182 -1
0.125 0.111111 -1
1.73684 1.32 -1
0.611111 0.733333 -1
0.105263 0.105263 -1
0.615385 0.666667 -1
0.5 0.466667 -1
0.4375 0.5 -1
3.47368 3.14286 -1
0.222222 0.266667 -1
0.5 0.428571 -1
4.56522 3.75 -1
0.588235 0.666667 -1
0.777778 1 -1
0.105263 0.142857 -1
1.12 1.03704 -1
0.266667 0.285714 -1
1.5 1.23529 -1
0.1875 0.272727 -1
0.352941 0.352941 -1
0.8125 0.65 -1
0.533333 0.421053 -1
0 0 -1
0.625 0.625 -1
0.428571 0.315789 -1
0.25 0.166667 -1
0.428571 0.5 -1
0.0909091 0.111111 -1
0.846154 0.578947 -1
0.105263 0.166667 -1
0.84 1.23529 -1
1.125 1 -1
1.42857 1.90476 -1
0.181818 0.142857 -1
2.07143 1.93333 -1
0.344828 0.416667 -1
2.25 2 -1
0.1875 0.136364 -1
0.235294 0.307692 -1
1.1875 0.95 -1
0.826087 0.678571 -1
1 0.666667 -1
0.730769 0.863636 -1
1.85714 2.26087 -1
1.21053 1.64286 -1
5 7.05882 -1
0.222222 0.266667 -1
0.611111 0.6875 -1
1.2 1.09091 -1
0.0769231 0.0666667 -1
0.461538 0.6 -1
0.538462 0.411765 -1
0.2 0.272727 -1
0.272727 0.375 -1
2.04545 1.60714 -1
2.66667 2.4 -1
0.956522 0.814815 -1
0.375 0.4 -1
0.583333 0.411765 -1
0.578947 0.423077 -1
2.21739 2.21739 -1
2.54167 3.58824 -1
0.0714286 0.0625 -1
0 0 -1
0.266667 0.25 -1
0.0666667 0.0666667 -1
1.05 1.5 -1
3.92857 3.05556 -1
0.133333 0.166667 -1
2.17391 2.63158 -1
4.81818 3.78571 -1
7.55556 5.23077 -1
1.3125 1.5 -1
2.15385 1.75 -1
1.3125 1.61538 -1
0.0714286 0.0526316 -1
0.538462 0.736842 -1
2.88235 1.88462 -1
2.04545 2.5 -1
0.62069 0.818182 -1
0 0 -1
0.388889 0.583333 -1
1.23529 1.61538 -1
0.111111 0.0769231 -1
2.45455 2.57143 -1
0.428571 0.545455 -1
0.3 0.3 -1
0.590909 0.684211 -1
0.230769 0.214286 -1
0.333333 0.272727 -1
2.33333 2.04167 -1
1.10714 1.40909 -1
0.722222 0.684211 -1
1.33333 2.15385 -1
0.666667 1 -1
0.6 0.461538 -1
1.23077 1.33333 -1
0.214286 0.157895 -1
1.7037 2.19048 -1
0.727273 1.06667 -1
1.875 2.14286 -1
1.7619 1.68182 -1
0.217391 0.294118 -1
4.9375 3.29167 -1
0.3 0.428571 -1
1.23529 1.3125 -1
0.111111 0.0909091 -1
0.4 0.352941 -1
0.833333 0.588235 -1
0.0909091 0.0833333 -1
0.611111 0.916667 -1
3.71429 2.88889 -1
2.53846 2.53846 -1
2.09091 1.84 -1
6.17647 4.2 -1
1.3125 1.16667 -1
1.22727 1.22727 -1
0.52 0.722222 -1
1.82143 2.68421 -1
0.181818 0.125 -1
1.25 0.882353 -1
0.9375 0.75 -1
3.95238 3.07407 -1
2.43478 2.8 -1
0.55 0.44 -1
0 0 -1
1.95833 2.47368 -1
0.222222 0.210526 -1
1.05 1.3125 -1
0.416667 0.555556 -1
1.15385 1.25 -1
2.90909 2.2069 -1
0.611111 0.6875 -1
0.333333 0.285714 -1
1.38462 1.28571 -1
1.22222 1.57143 -1
0.461538 0.428571 -1
0.352941 0.461538 -1
2.96429 4.15 -1
0.428571 0.6 -1
0.1 0.111111 -1
1.08333 0.8125 -1
