4076 3
0.210526 0.235294 -1
2.10526 2 1
0.166667 0.2 -1
0.923077 0.705882 -1
0.1875 0.176471 1
0.35 0.4375 -1
0.375 0.461538 -1
2.92857 3.28 1
0.142857 0.111111 1
1 1.15385 -1
0.925926 0.892857 1
0.76 0.95 1
0.6 0.75 1
0.230769 0.25 1
1.35714 0.863636 -1
1.92308 1.31579 1
0.0909091 0.0909091 1
1.92 2 1
1.55 1.47619 1
0.541667 0.541667 1
0.541667 0.52 1
0.47619 0.588235 -1
0.130435 0.166667 -1
0.647059 0.6875 1
0.130435 0.176471 -1
2.31818 2.83333 1
0.222222 0.173913 -1
1.96296 1.82759 1
4.07143 4.22222 1
2.04 2.04 1
1.64286 2 1
2.09091 2.3 -1
0.0769231 0.1 1
2.79167 3.04545 1
4.89286 6.85 1
2.15385 2.66667 1
3.27273 3.13043 1
3.21053 2.65217 1
0.352941 0.375 -1
0.7 0.933333 -1
0.6 0.692308 1
7 5.7037 1
1.15789 1.29412 1
2 2.42105 1
0.625 0.769231 -1
1.15385 1.5 1
0.833333 0.833333 1
2.81818 3.26316 -1
0.230769 0.230769 1
1.68182 1.6087 1
1.3913 1.45455 1
0.444444 0.5 -1
3.47368 3.88235 1
0.3 0.3 -1
0.866667 1.18182 1
4.84615 5.72727 1
2.54545 2.8 1
2.45 2.04167 1
2.04167 1.75 -1
5.04762 4.81818 1
0.388889 0.5 1
1.46667 1.69231 -1
0.411765 0.28 1
1.88889 1.78947 1
1.38889 1.13636 1
3.88235 3.47368 1
1.47619 1.14815 1
0.428571 0.352941 1
0.8 1.14286 1
0.5 0.6 -1
4.375 5.83333 1
1.57143 1.1 1
0.142857 0.166667 1
1.83333 1.65 1
0.411765 0.388889 -1
4.28571 2.90323 1
2.23077 2.41667 1
3.9 4.33333 1
2.22727 2.04167 1
0.863636 1 1
0.761905 0.695652 1
1.46154 1.58333 1
2.16667 1.7931 1
0.266667 0.25 -1
0.411765 0.466667 1
0 0 -1
2.29167 2.11538 1
2.8125 2.14286 1
0.6 0.705882 1
1.47619 1.29167 1
0.652174 0.882353 1
1.33333 1.33333 1
3.7037 3.7037 1
0 0 -1
2.24 2.15385 1
2.57143 2.57143 -1
1.58824 1.17391 1
0.25 0.25 -1
0.428571 0.428571 1
2.47368 2.76471 1
0.833333 0.666667 -1
2.05556 2.05556 1
3.95833 4.13043 1
0.157895 0.15 1
0.272727 0.214286 1
2 2.14286 1
1.29167 1.40909 1
0.315789 0.4 1
1.29167 1.47619 1
4.33333 5.6875 1
1.77778 2.08696 1
3.03846 3.03846 1
2.82609 3.09524 1
0.571429 0.888889 1
2.17391 2.63158 1
0.789474 0.555556 -1
1.55556 2.15385 1
0.111111 0.133333 -1
2.71429 3.30435 1
0.176471 0.176471 -1
0.307692 0.25 1
6.85 5.70833 1
1.66667 1.8 1
0.789474 1.07143 1
1.70833 1.36667 1
1.88462 2.04167 1
3.27273 3 -1
2.15 1.79167 1
0.25 0.285714 -1
1.27778 1.4375 1
0.307692 0.235294 -1
2.90909 2.78261 1
3.92857 3.05556 1
2.19048 2.19048 1
0.52381 0.578947 1
6.66667 4.8 1
0.315789 0.315789 -1
6.12 7.28571 -1
2.53571 2.62963 1
0.166667 0.111111 1
0.4375 0.35 -1
0.36 0.5 -1
1.45455 1.3913 1
1.4 1.10526 1
1.6 1.14286 -1
3.88235 3.47368 1
1.47368 2 1
1.15385 0.75 -1
0.272727 0.176471 1
1.5 1.75 1
3.7037 3.7037 1
0.814815 0.88 1
0.0833333 0.125 -1
0.47619 0.666667 1
0.818182 0.6 1
0.0833333 0.0769231 1
0.333333 0.5 -1
1.59091 1.2963 -1
0.357143 0.416667 1
1.44444 1.5 1
1.23529 1.75 -1
0.363636 0.25 1
4.625 4.625 1
3.23529 3.66667 1
0.25 0.357143 1
0.882353 0.882353 -1
0.761905 0.761905 -1
0.142857 0.117647 1
0.882353 0.789474 1
4.8 4.8 1
4.33333 3.54545 1
1.22727 1.35 1
3 3.47368 1
0.72 0.857143 -1
0.409091 0.45 1
1 0.625 -1
2.05556 1.7619 1
0.366667 0.611111 1
1.44828 1.61538 1
3.05556 2.5 -1
2.55556 2.09091 1
0 0 1
3.48148 3.91667 1
1.5 1.125 1
1.29412 1.22222 1
2.15385 1.64706 1
1.7619 2.05556 1
0.4 0.307692 1
1.47619 1.55 1
0.461538 0.5 1
0.636364 0.56 1
2.54545 1.75 1
0.888889 0.761905 -1
4.84 4.17241 1
2.70833 2.95455 1
1.4 1.55556 -1
1.66667 1.73077 1
0.764706 0.928571 -1
1.79167 1.79167 1
1.23529 0.954545 1
0.68 0.809524 1
6.33333 7.77273 1
1.28 1.68421 1
3.72222 3.04545 -1
0.25 0.333333 -1
3.35714 3.48148 1
1.05882 0.782609 1
2.625 2.21053 1
0.25 0.25 -1
0.782609 0.75 1
2.1 1.82609 -1
1.3125 1.5 1
0.5625 0.5 1
1.69565 1.44444 1
1.23529 0.875 -1
0.705882 0.705882 1
1.38095 1.31818 1
0.538462 0.518519 1
1 1.13333 1
1 1 1
0.454545 0.47619 -1
2.56522 2.45833 1
1.63636 2.57143 -1
3.88889 4.77273 1
0.47619 0.555556 -1
4.82609 4.44 1
0 0 1
1.52632 1.93333 1
0.857143 0.857143 1
1 0.6875 -1
1.3125 1.90909 -1
1.56522 1.5 1
1 1.14286 1
1.47059 1.92308 1
4.4 3.3 1
0.75 0.789474 1
0.230769 0.3 -1
1.14286 0.941176 1
0.307692 0.222222 -1
1.65217 1.72727 1
0.538462 0.5 1
4.58824 4.33333 1
0.4 0.533333 -1
0.653846 0.809524 1
1.73913 1.42857 1
3.12 4.33333 1
2.21429 1.55 -1
1.77273 1.39286 1
1.64286 2 -1
3.75862 4.54167 1
1.57895 1.36364 -1
0.941176 1.06667 1
3.71429 4.58824 -1
0.25 0.166667 -1
0.428571 0.428571 1
0.380952 0.5 1
0.294118 0.357143 -1
0.565217 0.866667 -1
4.76923 4.42857 1
2.3913 2.3913 1
1.375 0.916667 -1
4.77273 5.83333 1
5.72727 5.04 1
2.24 2.15385 1
1.85714 2.16667 1
0.470588 0.470588 1
0.692308 0.818182 1
0.55 0.52381 1
1.86957 1.48276 -1
0.117647 0.111111 -1
4.58824 3.9 -1
0.125 0.105263 -1
0.555556 0.714286 -1
1.8 1.71429 -1
0.1 0.0666667 1
0.375 0.4 1
0.95 1 1
1.27273 1.75 -1
0.954545 0.913043 1
1.64706 1.55556 1
0.4375 0.333333 -1
2.70588 2 -1
3.28 3.41667 -1
0.44 0.366667 -1
0.636364 0.466667 1
2.22727 1.58065 -1
0.888889 0.888889 1
1.45455 1.52381 1
2.22727 2.45 1
4.68966 5.03704 1
2.53846 2.53846 -1
3.47368 3.47368 1
2.34615 2.54167 1
4 4.33333 1
5.81481 5.81481 1
0.705882 1 -1
1.875 1.875 1
1.25 0.892857 1
1.58065 1.68966 1
0.125 0.142857 1
2.125 2.21739 1
0.380952 0.363636 1
2.04762 2.04762 1
1.22222 1.46667 -1
1.5 1.5 1
0.0833333 0.117647 -1
2.04167 2.57895 1
1.5 1.4 1
0.222222 0.222222 -1
2.26316 2.26316 1
1.72222 2.58333 -1
0.8 0.727273 1
0.545455 0.461538 1
0.761905 0.761905 1
1.05 1.5 1
0.833333 0.714286 -1
0.764706 0.764706 -1
1.57143 1.29412 1
0 0 1
0.75 0.631579 1
0.0714286 0.0666667 1
1.9 1.52 1
0.545455 0.4 -1
2.41667 3.22222 -1
0.5 0.642857 -1
0.714286 0.625 -1
3.15385 2.92857 1
0.478261 0.611111 1
2.26316 1.86957 1
1.2381 1.36842 1
0.333333 0.304348 1
0.545455 0.545455 -1
0.210526 0.210526 1
2.31579 1.69231 -1
0.458333 0.611111 -1
0.142857 0.1 1
0.0909091 0.0833333 1
2.64 3.66667 1
0.416667 0.454545 -1
0 0 1
6.65217 5.46429 1
0.352941 0.352941 1
2.36364 1.85714 1
1.41176 1.26316 1
0.722222 0.8125 1
4.10526 2.78571 -1
0.625 0.47619 1
1.42857 1.17647 1
3.68421 2.91667 1
0.4 0.421053 -1
0.814815 0.814815 1
0.272727 0.230769 1
1.14286 0.941176 -1
1.1875 1.05556 1
4.27273 3.61538 1
0.761905 1.06667 -1
1.23077 1.14286 1
0.263158 0.277778 1
2.52174 2.63636 1
1.75 2.33333 1
3.16 3.16 1
0.35 0.388889 -1
2.42857 1.96154 -1
1.48 1.68182 1
2.29167 2.29167 1
4 3.63636 1
3.46429 4.40909 1
0.0666667 0.0769231 -1
2 1.7 1
1.66667 1.38889 -1
1.53571 1.72 -1
1.7619 2.05556 1
3.72222 3.19048 1
0 0 -1
0.625 0.588235 1
1.81481 1.68966 1
0.714286 0.833333 -1
0.8 0.740741 1
1.82353 1.55 1
3.6 3.6 1
1.17647 1.17647 1
0.230769 0.25 1
0.909091 0.714286 -1
3 2 1
0.6875 0.611111 1
2.35714 2.53846 1
1.20833 1.11538 -1
1.25 1.05263 -1
0.176471 0.176471 1
1.94737 2.46667 -1
0.576923 0.6 -1
2.22222 3.33333 -1
0.909091 1.11111 1
0.111111 0.105263 -1
5.88462 5.46429 1
1.04348 1.14286 -1
1.5 1.5 1
1.13043 1 -1
1.14286 1 -1
1.2381 1 1
0.0666667 0.0714286 1
2.47368 1.88 1
0.181818 0.142857 1
2.36842 3.21429 1
4.46154 4.46154 1
1.82353 2.21429 1
0.2 0.272727 -1
0.368421 0.411765 -1
3.05556 3.4375 1
3.88235 3.3 1
0.814815 0.785714 -1
0 0 -1
0 0 -1
5.05556 4.13636 1
0.769231 0.555556 -1
4.04348 4.22727 1
3.21429 3 1
1.77778 1.92 1
0.363636 0.285714 1
4.44444 4.28571 1
0.235294 0.25 1
0.0769231 0.0714286 -1
0.2 0.235294 1
1.05 1 -1
1.36842 1.73333 1
2.13043 2.88235 1
1.26667 1.11765 1
0.769231 0.714286 1
4.53333 7.15789 1
0.551724 0.551724 -1
2.32 2.32 1
3.47368 3.88235 -1
1.67857 2.2381 1
1.68 1.90909 1
0.636364 0.636364 -1
1.22727 1.42105 1
0.416667 0.416667 1
1.9375 1.9375 1
4.125 3.66667 1
0.0714286 0.0909091 -1
0.923077 0.923077 1
1.8 1.63636 1
2.4 2.76923 -1
0.888889 1.04348 1
3.05556 3.66667 -1
0.230769 0.176471 -1
3.35294 2.85 1
1 1.0625 1
2.57895 1.88462 1
0.5 0.545455 -1
0.0769231 0.0625 1
0.315789 0.352941 1
1.71429 1.33333 1
0.368421 0.538462 1
1.89474 1.56522 1
3.29412 2.33333 -1
0.235294 0.266667 1
1 1 1
0.222222 0.2 1
7.03704 6.78571 1
1.72222 1.47619 1
1 1.15 1
5.88462 6.95455 1
4.27273 4.08696 1
0.761905 0.941176 -1
1.63636 2 1
0.357143 0.5 1
3.47368 4.125 -1
1.5 2.05263 -1
0.529412 0.428571 -1
0.117647 0.153846 1
0.4 0.461538 1
0.363636 0.5 1
1.25 1.25 1
0.52381 0.611111 1
3.11111 3.11111 1
0.705882 0.6 -1
1.04762 1.57143 1
0.363636 0.235294 -1
1.68182 1.7619 1
0.8 1 1
2 1.75 1
1.26667 1 -1
0.923077 0.923077 -1
1 1 1
2.24 2.94737 1
5.07407 6.22727 -1
0.230769 0.2 1
2.64 3.66667 -1
0.47619 0.434783 -1
0.3 0.1875 -1
3 3.95455 1
0.36 0.36 -1
1.75862 1.7 -1
0.0714286 0.0909091 1
1.375 1.83333 1
0.0625 0.0434783 -1
8.26087 6.55172 1
1.73913 1.81818 1
0.0666667 0.0714286 1
1.21053 0.851852 1
0.5 0.478261 1
0.607143 0.586207 1
3.35714 3.76 1
1.29412 1.22222 1
0.882353 1.15385 1
3.9 3.12 1
1.22222 1.375 -1
0.142857 0.15 1
4.77273 5.52632 1
4.41667 5.3 1
1.5 1.26316 -1
1.46667 2 1
0.0625 0.0588235 -1
3 2.78571 -1
3.83333 3.28571 1
0.0909091 0.0833333 1
0 0 1
0.0952381 0.0952381 1
0.2 0.25 1
0.941176 0.941176 1
0.578947 0.6875 -1
2.40741 2.70833 -1
2.11111 2.28 1
0.823529 0.777778 1
3.45 3.63158 1
0.526316 0.625 1
1.68966 1.88462 1
4.375 4.77273 -1
0.307692 0.235294 1
1.68182 1.68182 1
0.4 0.416667 1
2.9375 2.2381 1
0.178571 0.25 -1
0.25 0.230769 1
0.5 0.5 1
6.14286 7.16667 1
1.05263 1.17647 1
0.4375 0.411765 1
2 2.47619 1
0.4 0.266667 -1
1.66667 1.07143 1
0.941176 0.888889 1
0.363636 0.444444 1
0.0625 0.0625 -1
2.08 2.26087 1
0.533333 0.380952 -1
0.888889 0.941176 -1
3.23529 2.89474 1
0.736842 0.736842 -1
1.25926 1.25926 1
3.48 3.48 1
0.25 0.3 1
5.91304 7.15789 1
0.375 0.461538 1
0.444444 0.5 1
1.04545 1.64286 -1
0.105263 0.125 1
4.27273 3.91667 1
2.1 2.1 1
1.55 1.72222 1
0.173913 0.222222 -1
0.166667 0.1875 -1
0.666667 0.6 1
3.68 4.6 1
2.91304 2.91304 1
0.294118 0.333333 -1
0.875 0.875 1
1 1.21053 -1
1.41176 1.14286 -1
3.34783 3.20833 1
0.391304 0.428571 1
0.884615 0.821429 1
2.9375 4.08696 -1
1.42857 1.5 -1
0.705882 0.857143 -1
1.95833 1.95833 1
2.8 3.33333 1
0.6 0.75 -1
0.214286 0.230769 -1
1.45 1.20833 -1
5.03704 6.47619 1
0.611111 0.5 1
2.55 3 1
0.625 0.714286 1
2.3913 3.4375 -1
1.29167 1.63158 1
1.38095 1.11538 1
1.94737 2.05556 1
1.7 1.21429 1
1.75 2 1
0.769231 0.625 1
1.41176 1.33333 1
0.833333 1 1
0.833333 0.909091 1
1.25 1 1
0.714286 0.47619 1
0.588235 0.666667 -1
1.84 2.55556 -1
4.41667 4.6087 1
5.66667 4.85714 1
3.40909 2.67857 -1
0.2 0.25 -1
4.71429 4.88889 1
0.423077 0.611111 1
0.933333 0.7 -1
0.25 0.1875 -1
0.25 0.25 1
0.6 0.692308 1
2.30769 2.6087 1
1.76471 1.42857 1
0.384615 0.384615 1
1 1 -1
0.176471 0.214286 1
1.86364 1.78261 1
0.84 1.05 -1
2.32 3.22222 -1
3.5 2.94737 -1
1.45 1.8125 -1
4.8 6.31579 -1
1.31579 1.78571 1
0.666667 0.833333 -1
0.375 0.272727 -1
2.21429 1.40909 -1
1.65217 1.80952 1
2.05556 3.08333 -1
0.181818 0.111111 -1
0.307692 0.25 1
0.0909091 0.125 -1
3.04762 2.90909 1
2.53333 1.9 1
0.461538 0.4 1
0.9375 1.36364 -1
0.529412 0.5 1
0.714286 0.555556 -1
1.11538 1.03571 -1
0.263158 0.263158 1
3.05556 2.75 1
1.20833 1.20833 1
1 1.2381 -1
5.7037 7.33333 1
0.846154 1.1 1
0.3 0.315789 1
0.0526316 0.0625 1
0.230769 0.3 -1
0.730769 1 1
0.235294 0.25 -1
0.214286 0.26087 1
0.8 0.761905 -1
2.89474 4.23077 1
1.61538 1.5 1
0.307692 0.363636 1
1.86364 1.70833 1
0.526316 0.625 -1
3.06667 2.42105 1
1.95652 2.64706 -1
2 1.85185 1
0.75 0.75 1
0.142857 0.166667 1
3.95833 3.39286 1
0.307692 0.285714 -1
2 1.85185 1
1.8 1.5 1
2.63636 2.32 -1
0.88 1.15789 1
0.3125 0.357143 1
0.384615 0.37037 1
1.42308 1.7619 -1
2.09091 2.09091 1
0.307692 0.266667 1
2.95652 3.09091 1
0.766667 1.09524 1
1.375 1.375 1
1.10526 0.777778 1
1 1 -1
1.45 1.11538 1
0.153846 0.133333 1
0.888889 0.941176 -1
0.142857 0.125 -1
5.21739 4.13793 1
0.761905 0.941176 -1
3.5 3.18182 1
0.666667 0.56 1
1.36364 0.9375 -1
2.07143 1.8125 -1
1.84615 2.08696 -1
0.230769 0.1875 -1
2.14286 3 -1
0.625 0.789474 1
0.666667 0.583333 1
1.63636 1.56522 1
1.05882 1.2 1
0.888889 0.888889 1
6.88 7.47826 1
0.315789 0.272727 1
4.71429 3.66667 1
2.1 1.75 -1
0.588235 0.454545 1
3.19048 3.52632 1
1.32143 1.32143 1
2.21429 1.24 -1
0.631579 0.923077 1
2.4 2.5 1
1.96 1.88462 1
0.833333 0.833333 1
1.61538 1.23529 1
0.923077 1.2 1
1.27273 1.27273 1
3.25 2.6 1
4.6 3.40741 1
6.17647 4.56522 1
2.13043 3.0625 1
0.411765 0.368421 1
0.428571 0.5 -1
0.368421 0.259259 -1
2.57895 2.22727 1
0 0 -1
0.789474 1.15385 1
2.375 1.65217 1
0.1875 0.214286 1
0.6 0.428571 -1
0.619048 0.684211 1
0.388889 0.466667 -1
2.5 2.61905 1
0.555556 0.769231 -1
0.235294 0.307692 -1
1.07143 1.07143 -1
0.6 0.62069 -1
2.91304 3.52632 -1
2.21739 2.42857 1
1.5 1.63636 1
0.5 0.388889 1
0.857143 0.666667 -1
2.76923 3.42857 -1
0.2 0.2 -1
2.56 3.36842 1
0.222222 0.307692 -1
0.833333 0.666667 -1
0.5 0.608696 1
5.34783 4.55556 1
0.888889 1.33333 -1
0.782609 1.125 1
6.66667 5.45455 1
1.65 1.22222 -1
0.454545 0.37037 1
1.5 2.25 -1
0.190476 0.25 -1
1.2 0.96 -1
3.4375 2.89474 1
2.68 2.79167 1
1 0.714286 1
0.538462 0.5 -1
8.4 7.77778 1
2.33333 2.94737 1
1 0.923077 1
0.714286 0.588235 -1
2.8125 3.21429 1
4.61111 3.19231 -1
3.09524 2.40741 1
0.846154 0.846154 1
1.42105 1.8 1
3.05556 3.05556 1
1.23529 1.3125 1
0.5 0.5 1
2.625 1.82609 -1
1.94737 1.85 1
1.21739 1.12 -1
0.590909 0.619048 1
0.352941 0.428571 1
3.31034 3.2 1
6.84 6.57692 1
1.1 1.1 1
1 0.7 1
1.21429 1.7 -1
0.545455 0.461538 1
1.62069 1.95833 1
0.2 0.185185 -1
1.52 1.46154 1
2.75 3.23529 1
1 1.25 1
1.80952 2.375 1
1.08696 1.38889 -1
0.5 0.315789 -1
6.375 6.12 1
0.1 0.0714286 1
3.66667 4.71429 1
2.64 3.3 1
2.08696 2.08696 1
3.47826 3.63636 1
1 0.947368 1
6.57692 7.125 1
2.06667 1.72222 1
0.263158 0.384615 -1
1.3913 1.28 1
0.882353 0.9375 1
0.2 0.1875 -1
0.2 0.153846 -1
1.11111 1.25 1
1.47368 1.03704 -1
1.53571 1.95455 -1
1.52 1.58333 1
2.11765 3 -1
0.578947 0.392857 1
2.17391 2.17391 1
2.28571 1.84615 1
2.61905 2.61905 1
1.07143 1.36364 1
0.375 0.375 -1
1.31818 1.16 1
0.363636 0.4 1
0 0 -1
3.57895 4.53333 1
2.92308 3.8 1
0.0833333 0.1 1
1.33333 2 -1
0.481481 0.52 1
2 2.47059 1
0.88 1.375 -1
0.714286 0.909091 1
0.882353 0.833333 1
0.176471 0.25 -1
0.25 0.272727 -1
0.608696 0.736842 1
1.40741 1.35714 1
2.57692 2.91304 1
0.375 0.352941 1
6.18182 4.85714 1
1.05556 0.863636 1
1 1.13333 1
0.37931 0.37931 -1
0.777778 1.10526 1
0.181818 0.181818 -1
0.333333 0.428571 -1
0.941176 0.888889 1
1.14286 0.888889 -1
1.4 1.3125 1
6.82143 6.58621 1
1.95652 1.60714 -1
0.588235 0.588235 1
0.411765 0.35 1
0.625 0.714286 -1
1.16667 1.75 1
0.695652 0.888889 -1
0.913043 0.913043 -1
0.25 0.166667 -1
0.85 1.0625 1
0.0833333 0.0769231 1
0 0 -1
4.2 4.84615 1
0 0 -1
0.181818 0.222222 -1
0.75 0.692308 -1
1.16667 1.16667 -1
0.4375 0.636364 1
2.29412 1.69565 -1
2.8125 2.04545 -1
0.8 0.545455 1
0.857143 0.6 1
0.9 0.818182 1
0.285714 0.26087 -1
5.25 5.83333 1
1 1.18182 -1
0.727273 0.727273 -1
0.761905 0.761905 -1
3.11111 2.8 1
5.83333 4.375 -1
5.81481 5.81481 1
0.153846 0.166667 1
0.833333 0.625 -1
3.76 3.76 1
4.08696 3.91667 -1
0.461538 0.375 1
1.11111 1.05263 1
0.266667 0.235294 1
0.2 0.272727 1
0.375 0.272727 -1
2.42857 3.4 1
0.588235 0.833333 1
1.33333 1.5 1
0.235294 0.285714 1
4.56522 4.03846 -1
0.615385 0.727273 1
0.941176 1 1
0.533333 0.615385 1
0.428571 0.45 1
0.375 0.5 -1
2.78261 3.36842 1
1.07692 1.07692 1
4.5 5.4 1
1.17647 1.05263 -1
0.411765 0.466667 -1
0.290323 0.409091 1
2.04762 1.86957 1
3.48 3.22222 1
2.47619 2.6 1
0.954545 1.23529 -1
0.85 0.772727 1
0.583333 0.777778 -1
0.571429 0.631579 1
0.4 0.315789 1
2.20833 2.20833 1
0.888889 1.33333 -1
1.86207 1.86207 1
0.925926 1.31579 -1
1.04762 0.846154 1
5.31034 7.7 -1
0.416667 0.384615 1
0.315789 0.333333 -1
0.866667 0.65 1
0 0 -1
1.07143 1.30435 1
2.47619 2.08 1
0.529412 0.428571 -1
2.18519 3.27778 -1
0.117647 0.166667 1
0.727273 1.06667 -1
3.25 3 1
0.409091 0.5625 -1
0.7 0.7 -1
0.3 0.285714 1
1.84 1.91667 1
1.85714 1.92593 1
0.5 0.5 1
0.230769 0.2 1
1.5 1.33333 1
2.16667 2.4375 1
0.55 0.6875 -1
4.47619 3.76 1
6.95455 6.12 1
2.71429 2.81481 1
1.84615 2.28571 1
0.684211 0.8125 1
2.04167 2.13043 1
0.611111 0.578947 -1
3.52174 4.05 1
2.11538 3.05556 -1
5.45455 5.71429 1
1 0.6875 1
0.583333 0.636364 1
1.30435 1.57895 -1
2.65217 3.8125 -1
0.125 0.181818 1
1.1875 1 1
0.833333 0.714286 1
3.24 3.11538 1
0.47619 0.666667 1
1.22727 1.22727 1
0.909091 0.769231 -1
0.2 0.185185 1
0.111111 0.117647 -1
4.82143 5.19231 -1
3.94118 3.04545 -1
0.25 0.307692 1
0.181818 0.181818 1
5.84615 5.84615 1
0.944444 0.62963 -1
0.3 0.333333 1
1.28571 1.92857 1
0.642857 0.529412 -1
3.75 3.75 1
0.230769 0.25 1
1.375 1.15789 1
0.181818 0.181818 1
1.5 1.36364 1
0.333333 0.363636 -1
0.692308 0.529412 1
0.285714 0.190476 -1
0.653846 0.653846 -1
2.9 3.41176 1
1.1 1.1 1
0.125 0.133333 -1
0.6875 0.846154 -1
2.19231 3.16667 -1
0.5 0.666667 1
0.714286 0.75 -1
0.521739 0.631579 1
0.235294 0.210526 -1
0.25 0.285714 1
4.20833 3.74074 1
0.894737 0.85 1
0.25 0.25 -1
1.17241 1.21429 1
0.230769 0.333333 1
1.44444 1.36842 1
3.83333 4.38095 1
0.571429 0.5 1
5.41667 4.64286 1
0.25 0.285714 1
4.51852 4.51852 1
8.4 7.5 1
1.84 1.64286 1
0.761905 0.8 -1
0.310345 0.375 1
1.23529 1.16667 1
0.846154 0.647059 1
1.94737 1.37037 1
0.266667 0.2 -1
2.03448 2.80952 1
1.21429 1.25926 1
0.692308 0.5 -1
0.714286 0.526316 -1
3.3913 5.2 1
1.41667 1.30769 -1
1.15789 0.846154 -1
0.411765 0.466667 -1
6.24 6.24 1
3.03846 4.15789 -1
0.333333 0.315789 -1
1.89474 2 -1
2.54545 2.15385 1
0.65 0.866667 1
3.91667 3.76 -1
0.833333 0.555556 1
0.6 0.375 -1
0.230769 0.2 -1
8.72414 9.03571 1
0.444444 0.380952 1
2.5 3 1
0 0 1
0.0833333 0.0909091 -1
0.133333 0.181818 -1
0.4375 0.466667 -1
1.22727 1.5 1
5.56 5.79167 1
1.85185 1.85185 1
1.11765 1.46154 1
1.10526 1.10526 1
0.1875 0.214286 -1
1.75 1.27273 1
1.70833 1.86364 1
2.82143 3.59091 -1
1.96429 2.11538 1
0.642857 0.692308 1
2.11765 2.25 -1
0 0 1
2.6 2.26087 1
0.294118 0.3125 1
3.88235 2.53846 1
2.15 2.52941 1
3.25 4.58824 1
2.83333 2.83333 1
7.77778 8.07692 1
0.125 0.125 1
1.55556 1.64706 -1
1.77778 1.52381 -1
4.44444 4.61538 1
1.18519 1.77778 -1
1.4 1.21739 1
5.66667 7.65 1
4.8 6 1
0.272727 0.272727 1
0.789474 1 -1
3.62963 3.26667 1
0.64 0.695652 -1
0.227273 0.294118 -1
1.15789 1.22222 1
0.0909091 0.0833333 1
4.58824 3.54545 1
0.352941 0.375 1
2.25 2.25 -1
3.66667 4.4 -1
4.21739 3.88 1
0.588235 0.769231 -1
0.111111 0.111111 -1
1.45 1.8125 -1
1.8 1.5 1
3 4.26316 1
0.909091 1.11111 1
0.444444 0.347826 1
4.61538 6.66667 1
4.05882 3.13636 1
3 3 1
2.8125 2.14286 -1
4.89474 3.44444 1
6.95455 6.65217 1
3.79167 4.55 -1
4.32143 5.04167 1
0.368421 0.35 1
0.235294 0.210526 1
1.10526 1.3125 -1
2.04762 2.38889 1
2.79167 2.23333 1
1.90476 2.10526 1
1.4 1.75 -1
0.421053 0.533333 1
0.363636 0.307692 1
1.14286 1.06667 1
0.958333 1.27778 1
1.07143 0.9375 1
0.428571 0.6 1
0.333333 0.32 1
1.125 1.125 1
0.0833333 0.1 1
0.764706 0.619048 -1
1.85 1.85 1
1.42857 2 1
0.4 0.333333 1
0.2 0.1875 1
0.304348 0.291667 -1
0.92 1 -1
1.15385 0.789474 -1
2.42105 2.09091 1
2 1.82609 1
0.764706 0.764706 -1
0.222222 0.285714 1
0.5625 0.642857 -1
0.285714 0.307692 -1
3.05556 3.4375 1
4.46667 3.19048 1
2.64286 1.94737 1
2.07143 1.8125 -1
